Batch,BTC-USD,SOL-USD,DOGE-USD,SHIB-USD,AVAX-USD,ADA-USD,DOT-USD,ETH-USD
395,24118.23,,,0.00001613,,,,1901.03
396,24118.06,,,0.00001614,,,,1901.21
397,24119.2,,,0.00001614,,,,1901.25
398,24119.27,,,0.00001615,,,,1901.25
399,24118.23,,,0.00001615,,,,1901.15
400,24118.09,,,0.00001615,,,,1901.15
401,24118.26,,,0.00001614,,,,1901.14
402,24120.07,,,0.00001614,,,,1901.14
403,24118.44,,,0.00001615,,,,1901.26
404,24118.36,,,0.00001615,,,,1901.27
405,24118.29,,,0.00001614,,,,1901.27
406,24119.42,,,0.00001615,,,,1901.31
407,24118.46,,,0.00001614,,,,1901.34
408,24118.45,,,0.00001615,,,,1901.28
409,24119.58,,,0.00001615,,,,1901.42
410,24119.6,,,0.00001615,,,,1901.34
411,24119.6,,,0.00001615,,,,1901.33
412,24119.61,,,0.00001615,,,,1901.32
413,24119.61,,,0.00001615,,,,1901.32
414,24119.65,,,0.00001616,,,,1901.32
415,24119.65,,,0.00001614,,,,1901.31
416,24119.68,,,0.00001615,,,,1901.31
417,24119.69,,,0.00001613,,,,1901.31
418,24119.72,,,0.00001614,,,,1901.3
419,24119.76,,,0.00001614,,,,1901.3
420,24120.87,,,0.00001614,,,,1901.35
421,24120.88,,,0.00001614,,,,1901.39
422,24120.87,,,0.00001615,,,,1901.39
423,24120.87,,,0.00001614,,,,1901.39
424,24120.76,,,0.00001615,,,,1901.35
425,24117.57,,,0.00001615,,,,1901.29
426,24117.57,,,0.00001615,,,,1901.17
427,24120.66,,,0.00001614,,,,1901.02
428,24120.73,,,0.00001615,,,,1901.33
429,24120.42,,,0.00001615,,,,1901.3
430,24120.41,,,0.00001615,,,,1901.3
431,24120.44,,,0.00001616,,,,1901.18
432,24120.45,,,0.00001615,,,,1901.16
433,24120.52,,,0.00001615,,,,1901.15
434,24120.53,,,0.00001615,,,,1901.26
435,24120.76,,,0.00001616,,,,1901.29
436,24121.32,,,0.00001615,,,,1901.29
437,24121.66,,,0.00001615,,,,1901.14
438,24121.79,,,0.00001616,,,,1901.26
439,24121.81,,,0.00001616,,,,1901.16
440,24122.18,,,0.00001615,,,,1901.28
441,24122.39,,,0.00001615,,,,1901.29
442,24122.41,,,0.00001615,,,,1901.29
443,24123.14,,,0.00001615,,,,1901.26
444,24123.27,,,0.00001615,,,,1901.35
445,24123.81,,,0.00001615,,,,1901.36
446,24123.87,,,0.00001616,,,,1901.36
447,24124.21,,,0.00001615,,,,1901.36
448,24124.86,,,0.00001616,,,,1901.41
449,24125.2,,,0.00001615,,,,1901.44
450,24125.21,,,0.00001615,,,,1901.39
451,24122.35,,,0.00001615,,,,1901.26
452,24122.33,,,0.00001616,,,,1901.16
453,24124.67,,,0.00001616,,,,1901.15
454,24124.3,,,0.00001616,,,,1901.14
455,24124.23,,,0.00001617,,,,1901.14
456,24123.86,,,0.00001617,,,,1900.97
457,24122.38,,,0.00001616,,,,1900.97
458,24122.37,,,0.00001617,,,,1901.18
459,24122.33,,,0.00001617,,,,1901.17
460,24122.2,,,0.00001617,,,,1901.17
461,24122.05,,,0.00001616,,,,1901.18
462,24122,,,0.00001616,,,,1901.18
463,24121.9,,,0.00001615,,,,1901.21
464,24121.88,,,0.00001615,,,,1901.24
465,24121.54,,,0.00001616,,,,1901.23
466,24121.54,,,0.00001615,,,,1901.22
467,24121.41,,,0.00001616,,,,1901.38
468,24124.35,,,0.00001616,,,,1901.38
469,24124.64,,,0.00001616,,,,1901.12
470,24124.67,,,0.00001615,,,,1901.07
471,24125.21,,,0.00001616,,,,1901.07
472,24124.34,,,0.00001616,,,,1900.98
473,24124.33,,,0.00001616,,,,1901.14
474,24122.68,,,0.00001616,,,,1901.11
475,24121.41,,,0.00001616,,,,1901.12
476,24121.41,,,0.00001616,,,,1901.23
477,24124.43,,,0.00001616,,,,1901.23
478,24124.37,,,0.00001616,,,,1901.27
479,24124.08,,,0.00001616,,,,1901.01
480,24122.47,,,0.00001616,,,,1900.86
481,24122.47,,,0.00001616,,,,1900.82
482,24126.38,,,0.00001616,,,,1900.82
483,24125.74,,,0.00001617,,,,1900.75
484,24125.74,,,0.00001616,,,,1900.74
485,24126.2,,,0.00001615,,,,1900.69
486,24126.09,,,0.00001616,,,,1900.68
487,24126.05,,,0.00001616,,,,1900.67
488,24126.02,,,0.00001615,,,,1901.04
489,24125.73,,,0.00001615,,,,1901.12
490,24125.74,,,0.00001615,,,,1901.11
491,24125.74,,,0.00001614,,,,1901.12
492,24125.77,,,0.00001614,,,,1901.12
493,24125.74,,,0.00001615,,,,1900.94
494,24122.84,,,0.00001614,,,,1900.89
495,24126.76,,,0.00001614,,,,1901.11
496,24127.05,,,0.00001614,,,,1900.9
497,24128.55,,,0.00001613,,,,1901.08
498,24128.56,,,0.00001613,,,,1900.9
499,24128.57,,,0.00001614,,,,1901.08
500,24125.63,,,0.00001613,,,,1901.07
501,24125.62,,,0.00001613,,,,1901.07
502,24125.52,,,0.00001613,,,,1901.02
503,24125.43,,,0.00001613,,,,1901.01
504,24125.43,,,0.00001613,,,,1901.11
505,24127.02,,,0.00001613,,,,1901.11
506,24127.02,,,0.00001614,,,,1901.12
507,24127.03,,,0.00001614,,,,1901.12
508,24124.33,,,0.00001614,,,,1901.19
509,24124.33,,,0.00001614,,,,1901.19
510,24124.32,,,0.00001615,,,,1901.2
511,24124.15,,,0.00001615,,,,1901.2
512,24127.02,,,0.00001615,,,,1901.21
513,24128.16,,,0.00001615,,,,1901.21
514,24128.17,,,0.00001615,,,,1901.22
515,24128.19,,,0.00001616,,,,1901.22
516,24124.21,,,0.00001615,,,,1901.22
517,24124.21,,,0.00001615,,,,1901.24
518,24124.2,,,0.00001615,,,,1901.25
519,24124.19,,,0.00001616,,,,1901.26
520,24124.17,,,0.00001616,,,,1901.28
521,24126.85,,,0.00001616,,,,1901.37
522,24128.04,,,0.00001616,,,,1901.38
523,24127.55,,,0.00001616,,,,1901.38
524,24124.29,,,0.00001616,,,,1901.58
525,24124.29,,,0.00001617,,,,1901.58
526,24124.32,,,0.00001617,,,,1901.58
527,24127.43,,,0.00001617,,,,1901.62
528,24127.43,,,0.00001617,,,,1901.67
529,24127.39,,,0.00001617,,,,1901.69
530,24127.43,,,0.00001617,,,,1901.69
531,24127.36,,,0.00001617,,,,1901.69
532,24127.37,,,0.00001617,,,,1901.66
533,24127.17,,,0.00001617,,,,1901.65
534,24124.75,,,0.00001617,,,,1901.67
535,24125.6,,,0.00001617,,,,1901.66
536,24122.3,,,0.00001617,,,,1901.72
537,24122.3,,,0.00001617,,,,1901.73
538,24122.3,,,0.00001617,,,,1901.74
539,24124.77,,,0.00001617,,,,1901.91
540,24124.76,,,0.00001618,,,,1901.94
541,24124.8,,,0.00001617,,,,1901.83
542,24124.75,,,0.00001618,,,,1901.82
543,24124.74,,,0.00001618,,,,1901.78
544,24125.5,,,0.00001619,,,,1901.93
545,24125.49,,,0.00001619,,,,1901.97
546,24122.64,,,0.00001619,,,,1901.97
547,24125.46,,,0.00001619,,,,1901.98
548,24125.45,,,0.0000162,,,,1901.98
549,24125.44,,,0.0000162,,,,1901.84
550,24125.44,,,0.0000162,,,,1902
551,24125.19,,,0.0000162,,,,1902.16
552,24122.92,,,0.0000162,,,,1902.24
553,24122.92,,,0.0000162,,,,1902.28
554,24122.82,,,0.0000162,,,,1902.28
555,24120.48,,,0.0000162,,,,1902.29
556,24121.16,,,0.0000162,,,,1902.3
557,24121.16,,,0.0000162,,,,1902.31
558,24121.19,,,0.0000162,,,,1902.22
559,24121.8,,,0.00001619,,,,1902.22
560,24121.8,,,0.00001619,,,,1902.22
561,24121.84,,,0.00001619,,,,1902.22
562,24121.84,,,0.00001619,,,,1902.36
563,24121.98,,,0.00001619,,,,1902.35
564,24121.98,,,0.00001619,,,,1902.48
565,24122.17,,,0.00001619,,,,1902.45
566,24122.22,,,0.00001619,,,,1902.53
567,24122.59,,,0.00001618,,,,1902.87
568,24122.61,,,0.00001617,,,,1902.58
569,24122.69,,,0.00001618,,,,1902.57
570,24122.74,,,0.00001618,,,,1902.57
571,24122.8,,,0.00001618,,,,1902.55
572,24123.77,,,0.00001618,,,,1902.55
573,24123.78,,,0.00001619,,,,1902.37
574,24123.78,,,0.00001619,,,,1902.37
575,24123.79,,,0.00001617,,,,1902.36
576,24123.79,,,0.00001617,,,,1902.65
577,24123.79,,,0.00001618,,,,1902.65
578,24124.08,,,0.00001618,,,,1902.63
579,24124.09,,,0.00001618,,,,1902.76
580,24124.2,,,0.00001618,,,,1902.59
581,24124.21,,,0.00001618,,,,1902.57
582,24124.24,,,0.00001617,,,,1902.57
583,24124.27,,,0.00001617,,,,1902.69
584,24124.38,,,0.00001617,,,,1902.57
585,24124.88,,,0.00001617,,,,1902.43
586,24125.24,,,0.00001618,,,,1902.42
587,24125.43,,,0.00001618,,,,1902.57
588,24126.44,,,0.00001618,,,,1902.57
589,24126.58,,,0.00001618,,,,1902.42
590,24126.59,,,0.00001618,,,,1902.57
591,24126.74,,,0.00001617,,,,1902.57
592,24126.75,,,0.00001617,,,,1902.57
593,24127.72,,,0.00001616,,,,1902.57
594,24127.73,,,0.00001616,,,,1902.35
595,24127.74,,,0.00001616,,,,1902.05
596,24127.87,,,0.00001616,,,,1902.11
597,24128.06,,,0.00001617,,,,1902.09
598,24128.07,,,0.00001616,,,,1902.09
599,24125.92,,,0.00001617,,,,1902.01
600,24125.26,,,0.00001616,,,,1902.01
601,24125.23,,,0.00001616,,,,1901.81
602,24121.41,,,0.00001617,,,,1901.82
603,24121.41,,,0.00001616,,,,1901.68
604,24121.4,,,0.00001616,,,,1901.68
605,24123.01,,,0.00001616,,,,1901.94
606,24123.01,,,0.00001615,,,,1901.94
607,24122.65,,,0.00001615,,,,1902.06
608,24119.84,,,0.00001615,,,,1902.07
609,24119.81,,,0.00001615,,,,1902.07
610,24119.81,,,0.00001615,,,,1902.08
611,24119.81,,,0.00001615,,,,1902.08
612,24119.81,,,0.00001615,,,,1902.05
613,24119.78,,,0.00001616,,,,1901.97
614,24119.35,,,0.00001616,,,,1901.96
615,24122.51,,,0.00001617,,,,1901.91
616,24122.54,,,0.00001617,,,,1901.9
617,24122.22,,,0.00001617,,,,1901.89
618,24122.19,,,0.00001617,,,,1901.88
619,24122.19,,,0.00001617,,,,1901.88
620,24122.2,,,0.00001618,,,,1901.92
621,24122.07,,,0.00001618,,,,1901.99
622,24119.91,,,0.00001618,,,,1902.01
623,24119.86,,,0.00001618,,,,1902.02
624,24118.46,,,0.00001619,,,,1902.02
625,24121.13,,,0.00001618,,,,1902.12
626,24121.8,,,0.00001618,,,,1902.02
627,24122.19,,,0.00001619,,,,1902.02
628,24122.17,,,0.00001618,,,,1902.02
629,24120.12,,,0.00001618,,,,1902.03
630,24122.74,,,0.00001618,,,,1902.01
631,24122.53,,,0.00001618,,,,1902.18
632,24122.97,,,0.00001618,,,,1902.03
633,24123,,,0.00001619,,,,1902.01
634,24121.36,,,0.00001619,,,,1902.01
635,24121.68,,,0.00001619,,,,1902
636,24121.7,,,0.00001619,,,,1901.82
637,24119.66,,,0.0000162,,,,1901.81
638,24119.55,,,0.0000162,,,,1901.79
639,24119.67,,,0.0000162,,,,1901.96
640,24121.8,,,0.0000162,,,,1902.04
641,24121.67,,,0.00001619,,,,1901.82
642,24119.59,,,0.00001619,,,,1901.75
643,24119.59,,,0.00001618,,,,1901.44
644,24121.21,,,0.00001618,,,,1901.44
645,24121.66,,,0.00001618,,,,1901.5
646,24121.66,,,0.00001618,,,,1901.45
647,24121.67,,,0.00001618,,,,1901.44
648,24119.74,,,0.00001618,,,,1901.69
649,24119.6,,,0.00001618,,,,1901.69
650,24119.58,,,0.00001617,,,,1901.45
651,24119.58,,,0.00001617,,,,1901.38
652,24119.58,,,0.00001616,,,,1901.35
653,24119.76,,,0.00001617,,,,1901.34
654,24122.31,,,0.00001617,,,,1901.33
655,24121.33,,,0.00001617,,,,1901.25
656,24121.91,,,0.00001616,,,,1901.58
657,24121.94,,,0.00001616,,,,1901.59
658,24120.03,,,0.00001615,,,,1901.27
659,24119.76,,,0.00001615,,,,1901.27
660,24121.87,,,0.00001615,,,,1901.66
661,24121.87,,,0.00001615,,,,1901.36
662,24121.87,,,0.00001616,,,,1901.44
663,24119.88,,,0.00001616,,,,1901.32
664,24119.89,,,0.00001615,,,,1901.2
665,24121.14,,,0.00001615,,,,1901.2
666,24120.5,,,0.00001615,,,,1901.2
667,24120.49,,,0.00001616,,,,1901.19
668,24120.27,,,0.00001614,,,,1901.19
669,24120.27,,,0.00001614,,,,1901.01
670,24120.26,,,0.00001614,,,,1901.51
671,24122.11,,,0.00001615,,,,1901.51
672,24122.12,,,0.00001615,,,,1901.45
673,24120.1,,,0.00001615,,,,1901.28
674,24119,,,0.00001615,,,,1901.53
675,24121.97,,,0.00001615,,,,1901.5
676,24121.98,,,0.00001616,,,,1901.5
677,24119.62,,,0.00001615,,,,1901.59
678,24119.61,,,0.00001615,,,,1901.54
679,24119.88,,,0.00001615,,,,1901.57
680,24119.88,,,0.00001615,,,,1901.5
681,24119.87,,,0.00001615,,,,1901.26
682,24121.97,,,0.00001614,,,,1901.16
683,24121.98,,,0.00001614,,,,1901.16
684,24123.5,,,0.00001615,,,,1901.07
685,24119.95,,,0.00001614,,,,1901
686,24120.78,,,0.00001614,,,,1900.99
687,24120.54,,,0.00001614,,,,1901.04
688,24120.21,,,0.00001615,,,,1901.07
689,24120.21,,,0.00001614,,,,1901.06
690,24119.95,,,0.00001615,,,,1900.88
691,24120.22,,,0.00001615,,,,1900.81
692,24119.85,,,0.00001614,,,,1900.78
693,24119.85,,,0.00001615,,,,1900.88
694,24119.73,,,0.00001615,,,,1900.91
695,24119.96,,,0.00001616,,,,1900.95
696,24119.73,,,0.00001615,,,,1900.99
697,24120.23,,,0.00001615,,,,1901.04
698,24120.23,,,0.00001616,,,,1901.06
699,24120.23,,,0.00001616,,,,1901.07
700,24119.55,,,0.00001615,,,,1901.07
701,24120.77,,,0.00001616,,,,1900.93
702,24120.77,,,0.00001616,,,,1901.17
703,24120.78,,,0.00001614,,,,1900.93
704,24122.14,,,0.00001615,,,,1900.92
705,24122.29,,,0.00001615,,,,1901.09
706,24123.48,,,0.00001615,,,,1900.89
707,24123.46,,,0.00001615,,,,1901.04
708,24123.46,,,0.00001615,,,,1900.9
709,24123.46,,,0.00001615,,,,1900.91
710,24125.1,,,0.00001615,,,,1900.92
711,24124.48,,,0.00001614,,,,1900.94
712,24126.11,,,0.00001614,,,,1900.94
713,24126.1,,,0.00001613,,,,1901.18
714,24128.35,,,0.00001613,,,,1901.19
715,24126.54,,,0.00001613,,,,1901.21
716,24127.14,,,0.00001614,,,,1901.2
717,24126.54,,,0.00001614,,,,1901.19
718,24127.92,,,0.00001613,,,,1900.99
719,24127.93,,,0.00001613,,,,1900.86
720,24127.93,,,0.00001613,,,,1900.83
721,24125.26,,,0.00001614,,,,1900.83
722,24126.53,,,0.00001614,,,,1900.79
723,24126.54,,,0.00001614,,,,1901.12
724,24126.92,,,0.00001614,,,,1901.12
725,24126.91,,,0.00001614,,,,1901.12
726,24126.92,,,0.00001614,,,,1901.14
727,24126.92,,,0.00001614,,,,1901.15
728,24126.92,,,0.00001614,,,,1901.2
729,24126.04,,,0.00001614,,,,1901.21
730,24126.1,,,0.00001615,,,,1901.22
731,24126.07,,,0.00001615,,,,1901.22
732,24127.97,,,0.00001615,,,,1901.31
733,24127.97,,,0.00001615,,,,1900.87
734,24125.85,,,0.00001614,,,,1901.06
735,24125.79,,,0.00001615,,,,1901.06
736,24125.85,,,0.00001615,,,,1901.15
737,24127.65,,,0.00001615,,,,1901.02
738,24127.65,,,0.00001616,,,,1900.99
739,24127.59,,,0.00001615,,,,1901.11
740,24126.18,,,0.00001616,,,,1901.13
741,24126.18,,,0.00001616,,,,1901.13
742,24125.74,,,0.00001616,,,,1901.14
743,24127.2,,,0.00001616,,,,1901.15
744,24127.21,,,0.00001616,,,,1901.15
745,24127.2,,,0.00001616,,,,1901.25
746,24127.21,,,0.00001616,,,,1901.26
747,24127.5,,,0.00001615,,,,1901.26
748,24130.55,,,0.00001615,,,,1901.26
749,24126.96,,,0.00001615,,,,1901.27
750,24127.1,,,0.00001615,,,,1901.27
751,24130.41,,,0.00001615,,,,1901.28
752,24130.44,,,0.00001616,,,,1901.28
753,24130.54,,,0.00001615,,,,1901.29
754,24130.56,,,0.00001616,,,,1901.03
755,24130.09,,,0.00001616,,,,1901.1
756,24130.09,,,0.00001615,,,,1901.1
757,24130.79,,,0.00001615,,,,1901.1
758,24128.56,,,0.00001615,,,,1901.08
759,24128.56,,,0.00001614,,,,1901.07
760,24128.56,,,0.00001614,,,,1901.16
761,24128.56,,,0.00001614,,,,1901.1
762,24128.53,,,0.00001614,,,,1901.17
763,24128.53,,,0.00001614,,,,1901.12
764,24128.52,,,0.00001614,,,,1901.13
765,24129.58,,,0.00001614,,,,1901.13
766,24129.67,,,0.00001614,,,,1901.12
767,24129.03,,,0.00001613,,,,1901.22
768,24129.8,,,0.00001613,,,,1901.24
769,24130.33,,,0.00001612,,,,1901.25
770,24129.34,,,0.00001612,,,,1901.12
771,24127.34,,,0.00001612,,,,1901.1
772,24127.33,,,0.00001612,,,,1901.22
773,24127.33,,,0.00001611,,,,1901.2
774,24127.34,,,0.00001611,,,,1901.18
775,24127.28,,,0.00001611,,,,1901.18
776,24125.46,,,0.00001611,,,,1901.26
777,24125.46,,,0.00001611,,,,1900.98
778,24127.63,,,0.0000161,,,,1901.2
779,24127.63,,,0.0000161,,,,1901.09
780,24127.68,,,0.0000161,,,,1901.1
781,24127.67,,,0.0000161,,,,1901.16
782,24129.01,,,0.0000161,,,,1901.17
783,24129.02,,,0.0000161,,,,1901.16
784,24129.08,,,0.0000161,,,,1901.17
785,24129.1,,,0.00001609,,,,1901.3
786,24126.34,,,0.00001609,,,,1901.31
787,24129.16,,,0.00001609,,,,1901.31
788,24129.16,,,0.00001609,,,,1901.32
789,24129.32,,,0.00001609,,,,1901.32
790,24129.34,,,0.00001609,,,,1901.48
791,24129.35,,,0.00001609,,,,1901.56
792,24129.35,,,0.00001609,,,,1901.33
793,24129.16,,,0.0000161,,,,1901.49
794,24129.16,,,0.0000161,,,,1901.32
795,24129.16,,,0.0000161,,,,1901.22
796,24129.35,,,0.00001609,,,,1901.09
797,24129.98,,,0.00001609,,,,1901.35
798,24129.97,,,0.00001609,,,,1901.1
799,24129.72,,,0.00001609,,,,1901.1
800,24129.8,,,0.0000161,,,,1901.09
801,24129.8,,,0.0000161,,,,1901.07
802,24130.23,,,0.0000161,,,,1901.06
803,24130.41,,,0.00001611,,,,1901.39
804,24130.56,,,0.00001611,,,,1901.28
805,24130.56,,,0.00001611,,,,1901.31
806,24130.58,,,0.00001611,,,,1901.33
807,24129.77,,,0.00001611,,,,1901.33
808,24129.8,,,0.00001611,,,,1901.08
809,24127.81,,,0.00001611,,,,1901.07
810,24127.81,,,0.00001612,,,,1901.08
811,24127.82,,,0.00001612,,,,1901.08
812,24127.79,,,0.00001612,,,,1901.07
813,24127.78,,,0.00001612,,,,1901.28
814,24127.78,,,0.00001612,,,,1901.28
815,24127.53,,,0.00001612,,,,1901.32
816,24129.35,,,0.00001612,,,,1901.34
817,24129.35,,,0.00001612,,,,1901.35
818,24129.36,,,0.00001612,,,,1901.4
819,24129.35,,,0.00001612,,,,1901.43
820,24129.35,,,0.00001611,,,,1901.44
821,24129.36,,,0.00001611,,,,1901.45
822,24129.37,,,0.00001611,,,,1901.49
823,24129.36,,,0.00001611,,,,1901.5
824,24129.35,,,0.00001611,,,,1901.22
825,24127.43,,,0.00001611,,,,1901.15
826,24127.37,,,0.00001612,,,,1901.1
827,24127.36,,,0.00001612,,,,1901.1
828,24127.31,,,0.00001612,,,,1901.03
829,24129.35,,,0.00001612,,,,1901.04
830,24129.35,,,0.00001612,,,,1901
831,24128.09,,,0.00001613,,,,1900.98
832,24128.09,,,0.00001612,,,,1900.98
833,24127.71,,,0.00001611,,,,1901.14
834,24127.72,,,0.00001612,,,,1901.1
835,24127.71,,,0.00001612,,,,1901.1
836,24129.19,,,0.00001611,,,,1901.1
837,24129.2,,,0.00001611,,,,1901.12
838,24126.76,,,0.00001611,,,,1901.12
839,24126.75,,,0.00001611,,,,1901.13
840,24126.72,,,0.00001611,,,,1901.28
841,24128.64,,,0.00001612,,,,1901.09
842,24128.61,,,0.0000161,,,,1901.18
843,24128.6,,,0.0000161,,,,1900.99
844,24126.8,,,0.0000161,,,,1900.98
845,24129.64,,,0.0000161,,,,1900.83
846,24129.6,,,0.0000161,,,,1900.83
847,24129.45,,,0.00001609,,,,1900.83
848,24129.38,,,0.00001609,,,,1900.8
849,24129.41,,,0.00001609,,,,1901.07
850,24129.63,,,0.00001609,,,,1901.14
851,24130.28,,,0.0000161,,,,1901.1
852,24130.29,,,0.0000161,,,,1901.11
853,24130.14,,,0.0000161,,,,1901.11
854,24130.14,,,0.00001611,,,,1901.11
855,24130.29,,,0.0000161,,,,1901.11
856,24130.29,,,0.00001611,,,,1901.12
857,24130.29,,,0.00001611,,,,1901.14
858,24127.46,,,0.0000161,,,,1901.12
859,24129.95,,,0.00001611,,,,1901.03
860,24130.27,,,0.00001611,,,,1901.13
861,24127.68,,,0.00001611,,,,1901.04
862,24127.57,,,0.0000161,,,,1901.03
863,24129.3,,,0.00001611,,,,1900.99
864,24129.31,,,0.0000161,,,,1900.99
865,24128.87,,,0.00001611,,,,1900.88
866,24128.87,,,0.0000161,,,,1900.84
867,24128.87,,,0.0000161,,,,1900.81
868,24128.87,,,0.0000161,,,,1900.8
869,24128.88,,,0.0000161,,,,1901.03
870,24129.27,,,0.0000161,,,,1901.03
871,24129.34,,,0.0000161,,,,1901.03
872,24129.49,,,0.0000161,,,,1901.03
873,24129.49,,,0.0000161,,,,1900.59
874,24129.49,,,0.0000161,,,,1900.57
875,24129.49,,,0.0000161,,,,1900.53
876,24129.49,,,0.0000161,,,,1900.49
877,24127.48,,,0.0000161,,,,1900.53
878,24127.47,,,0.00001611,,,,1900.54
879,24127,,,0.0000161,,,,1900.54
880,24129.89,,,0.0000161,,,,1900.56
881,24129.89,,,0.0000161,,,,1900.56
882,24129.5,,,0.0000161,,,,1900.56
883,24129.03,,,0.0000161,,,,1900.55
884,24127.13,,,0.0000161,,,,1900.53
885,24127.05,,,0.00001609,,,,1900.53
886,24129.81,,,0.00001609,,,,1900.35
887,24129.49,,,0.00001609,,,,1900.03
888,24129.8,,,0.00001609,,,,1900.01
889,24129.81,,,0.00001609,,,,1900
890,24129.81,,,0.00001609,,,,1899.99
891,24130.5,,,0.00001608,,,,1900.04
892,24130.5,,,0.00001609,,,,1900.04
893,24130.84,,,0.00001609,,,,1900.03
894,24130.84,,,0.00001609,,,,1899.85
895,24130.47,,,0.00001609,,,,1899.86
896,24131.31,,,0.0000161,,,,1899.81
897,24131.84,,,0.00001609,,,,1899.96
898,24132.23,,,0.00001609,,,,1899.99
899,24132.24,,,0.00001609,,,,1900
900,24131.9,,,0.00001609,,,,1900.03
901,24131.9,,,0.00001609,,,,1900.04
902,24131.9,,,0.0000161,,,,1900.14
903,24132.49,,,0.00001609,,,,1899.91
904,24132.77,,,0.00001609,,,,1899.9
905,24133.26,,,0.00001608,,,,1899.98
906,24134.46,,,0.00001608,,,,1899.99
907,24134.46,,,0.00001608,,,,1899.93
908,24134.41,,,0.00001608,,,,1899.91
909,24131.4,,,0.00001608,,,,1899.72
910,24131.21,,,0.00001608,,,,1900.05
911,24133.65,,,0.00001608,,,,1899.73
912,24133.66,,,0.00001608,,,,1899.73
913,24133.69,,,0.00001608,,,,1899.7
914,24134.09,,,0.00001608,,,,1899.51
915,24134.41,,,0.00001608,,,,1899.96
916,24135.49,,,0.00001608,,,,1899.97
917,24135.69,,,0.00001608,,,,1900.15
